Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source
2023-01-01 00:00:00,Germany,Germany,DE,157.44,204.29,82.56,75.67,entsoe.eu
2023-01-02 00:00:00,Germany,Germany,DE,281.73,330.77,70.12,64.14,entsoe.eu
2023-01-03 00:00:00,Germany,Germany,DE,397.03,452.03,58.18,51.47,entsoe.eu
2023-01-04 00:00:00,Germany,Germany,DE,173.47,212.85,81.12,77.14,entsoe.eu
2023-01-05 00:00:00,Germany,Germany,DE,311.71,360.37,66.66,60.63,entsoe.eu
2023-01-06 00:00:00,Germany,Germany,DE,287.6,339.18,68.68,63.03,entsoe.eu
2023-01-07 00:00:00,Germany,Germany,DE,210.52,260.2,76.64,67.76,entsoe.eu
2023-01-08 00:00:00,Germany,Germany,DE,213.12,261.22,76.84,68.17,entsoe.eu
2023-01-09 00:00:00,Germany,Germany,DE,359.46,411.92,61.94,55.27,entsoe.eu
2023-01-10 00:00:00,Germany,Germany,DE,367.8,419.95,61.07,55.83,entsoe.eu
2023-01-11 00:00:00,Germany,Germany,DE,286.35,332.32,69.72,64.98,entsoe.eu
2023-01-12 00:00:00,Germany,Germany,DE,190.49,229.97,79.77,75.65,entsoe.eu
2023-01-13 00:00:00,Germany,Germany,DE,170.97,210.81,81.08,76.48,entsoe.eu
2023-01-14 00:00:00,Germany,Germany,DE,140.4,181.6,84.0,78.89,entsoe.eu
2023-01-15 00:00:00,Germany,Germany,DE,149.54,191.89,82.84,78.73,entsoe.eu
2023-01-16 00:00:00,Germany,Germany,DE,332.18,382.6,64.06,59.57,entsoe.eu
2023-01-17 00:00:00,Germany,Germany,DE,411.54,468.32,54.88,50.69,entsoe.eu
2023-01-18 00:00:00,Germany,Germany,DE,472.55,536.61,46.72,42.27,entsoe.eu
2023-01-19 00:00:00,Germany,Germany,DE,444.82,505.62,49.91,45.48,entsoe.eu
2023-01-20 00:00:00,Germany,Germany,DE,581.51,653.47,34.51,28.29,entsoe.eu
2023-01-21 00:00:00,Germany,Germany,DE,496.94,562.92,44.91,39.26,entsoe.eu
2023-01-22 00:00:00,Germany,Germany,DE,541.57,610.45,40.16,34.96,entsoe.eu
2023-01-23 00:00:00,Germany,Germany,DE,585.66,657.27,34.2,29.05,entsoe.eu
2023-01-24 00:00:00,Germany,Germany,DE,595.11,667.93,33.23,28.07,entsoe.eu
2023-01-25 00:00:00,Germany,Germany,DE,587.04,660.02,33.58,28.74,entsoe.eu
2023-01-26 00:00:00,Germany,Germany,DE,568.79,642.28,34.77,30.45,entsoe.eu
2023-01-27 00:00:00,Germany,Germany,DE,555.07,626.39,37.0,32.73,entsoe.eu
2023-01-28 00:00:00,Germany,Germany,DE,554.4,629.85,36.56,31.34,entsoe.eu
2023-01-29 00:00:00,Germany,Germany,DE,323.71,383.23,61.77,57.26,entsoe.eu
2023-01-30 00:00:00,Germany,Germany,DE,245.55,294.65,71.15,67.89,entsoe.eu
2023-01-31 00:00:00,Germany,Germany,DE,245.75,295.7,70.54,67.29,entsoe.eu
2023-02-01 00:00:00,Germany,Germany,DE,221.74,270.0,72.56,69.7,entsoe.eu
2023-02-02 00:00:00,Germany,Germany,DE,360.41,418.15,57.75,54.14,entsoe.eu
2023-02-03 00:00:00,Germany,Germany,DE,261.63,311.54,69.1,66.23,entsoe.eu
2023-02-04 00:00:00,Germany,Germany,DE,486.28,555.21,45.63,39.99,entsoe.eu
2023-02-05 00:00:00,Germany,Germany,DE,448.06,515.08,49.49,42.79,entsoe.eu
2023-02-06 00:00:00,Germany,Germany,DE,535.94,610.52,36.36,30.05,entsoe.eu
2023-02-07 00:00:00,Germany,Germany,DE,503.51,575.86,40.06,34.84,entsoe.eu
2023-02-08 00:00:00,Germany,Germany,DE,453.24,520.12,46.81,41.88,entsoe.eu
2023-02-09 00:00:00,Germany,Germany,DE,403.54,464.95,52.54,47.97,entsoe.eu
2023-02-10 00:00:00,Germany,Germany,DE,378.41,438.31,55.4,50.81,entsoe.eu
2023-02-11 00:00:00,Germany,Germany,DE,349.99,407.8,59.87,54.78,entsoe.eu
2023-02-12 00:00:00,Germany,Germany,DE,535.33,608.91,39.7,33.28,entsoe.eu
2023-02-13 00:00:00,Germany,Germany,DE,541.17,616.63,35.7,30.02,entsoe.eu
2023-02-14 00:00:00,Germany,Germany,DE,554.71,632.39,33.64,28.11,entsoe.eu
2023-02-15 00:00:00,Germany,Germany,DE,527.01,599.49,38.84,33.57,entsoe.eu
2023-02-16 00:00:00,Germany,Germany,DE,425.36,485.93,52.45,47.65,entsoe.eu
2023-02-17 00:00:00,Germany,Germany,DE,211.01,256.83,75.48,71.03,entsoe.eu
2023-02-18 00:00:00,Germany,Germany,DE,211.36,261.27,75.32,69.96,entsoe.eu
2023-02-19 00:00:00,Germany,Germany,DE,276.19,332.93,68.29,61.54,entsoe.eu
2023-02-20 00:00:00,Germany,Germany,DE,212.45,258.64,75.37,71.06,entsoe.eu
2023-02-21 00:00:00,Germany,Germany,DE,409.82,472.78,52.96,47.49,entsoe.eu
2023-02-22 00:00:00,Germany,Germany,DE,508.81,582.06,40.35,34.67,entsoe.eu
2023-02-23 00:00:00,Germany,Germany,DE,523.24,595.78,38.88,33.49,entsoe.eu
2023-02-24 00:00:00,Germany,Germany,DE,348.87,407.4,58.96,54.5,entsoe.eu
2023-02-25 00:00:00,Germany,Germany,DE,259.36,311.79,69.93,64.83,entsoe.eu
2023-02-26 00:00:00,Germany,Germany,DE,328.37,390.95,61.26,54.59,entsoe.eu
2023-02-27 00:00:00,Germany,Germany,DE,487.16,558.61,42.1,36.5,entsoe.eu
2023-02-28 00:00:00,Germany,Germany,DE,476.93,548.44,42.86,37.28,entsoe.eu
2023-03-01 00:00:00,Germany,Germany,DE,457.7,530.16,43.94,38.73,entsoe.eu
2023-03-02 00:00:00,Germany,Germany,DE,470.78,542.33,43.29,37.86,entsoe.eu
2023-03-03 00:00:00,Germany,Germany,DE,459.74,530.3,44.65,39.11,entsoe.eu
2023-03-04 00:00:00,Germany,Germany,DE,344.47,404.36,59.66,54.16,entsoe.eu
2023-03-05 00:00:00,Germany,Germany,DE,418.84,486.59,50.57,44.52,entsoe.eu
2023-03-06 00:00:00,Germany,Germany,DE,467.26,535.3,43.94,38.95,entsoe.eu
2023-03-07 00:00:00,Germany,Germany,DE,331.91,387.26,60.42,56.21,entsoe.eu
2023-03-08 00:00:00,Germany,Germany,DE,511.87,583.69,38.73,33.09,entsoe.eu
2023-03-09 00:00:00,Germany,Germany,DE,450.73,518.74,46.29,40.29,entsoe.eu
2023-03-10 00:00:00,Germany,Germany,DE,307.58,363.73,62.85,57.74,entsoe.eu
2023-03-11 00:00:00,Germany,Germany,DE,315.56,372.88,63.58,57.65,entsoe.eu
2023-03-12 00:00:00,Germany,Germany,DE,244.6,301.81,70.15,62.87,entsoe.eu
2023-03-13 00:00:00,Germany,Germany,DE,174.88,217.41,79.81,75.34,entsoe.eu
2023-03-14 00:00:00,Germany,Germany,DE,229.14,275.57,73.75,69.2,entsoe.eu
2023-03-15 00:00:00,Germany,Germany,DE,359.61,418.7,58.12,52.63,entsoe.eu
2023-03-16 00:00:00,Germany,Germany,DE,275.21,330.13,67.21,62.28,entsoe.eu
2023-03-17 00:00:00,Germany,Germany,DE,298.48,352.35,66.86,61.18,entsoe.eu
2023-03-18 00:00:00,Germany,Germany,DE,337.48,400.98,62.14,54.09,entsoe.eu
2023-03-19 00:00:00,Germany,Germany,DE,383.35,450.69,56.48,48.22,entsoe.eu
2023-03-20 00:00:00,Germany,Germany,DE,415.33,481.88,50.52,44.15,entsoe.eu
2023-03-21 00:00:00,Germany,Germany,DE,390.89,456.46,52.96,46.46,entsoe.eu
2023-03-22 00:00:00,Germany,Germany,DE,227.94,276.44,73.88,68.68,entsoe.eu
2023-03-23 00:00:00,Germany,Germany,DE,224.15,270.31,74.62,69.07,entsoe.eu
2023-03-24 00:00:00,Germany,Germany,DE,204.17,249.69,76.59,71.61,entsoe.eu
2023-03-25 00:00:00,Germany,Germany,DE,146.53,191.46,82.57,77.56,entsoe.eu
2023-03-26 00:00:00,Germany,Germany,DE,202.17,255.42,76.41,67.95,entsoe.eu
2023-03-27 00:00:00,Germany,Germany,DE,245.23,294.67,72.35,67.46,entsoe.eu
2023-03-28 00:00:00,Germany,Germany,DE,348.91,406.93,60.49,54.73,entsoe.eu
2023-03-29 00:00:00,Germany,Germany,DE,356.34,417.56,58.1,51.52,entsoe.eu
2023-03-30 00:00:00,Germany,Germany,DE,209.52,256.25,75.84,70.26,entsoe.eu
2023-03-31 00:00:00,Germany,Germany,DE,246.67,298.95,71.38,63.03,entsoe.eu
2023-04-01 00:00:00,Germany,Germany,DE,177.52,222.95,80.09,73.72,entsoe.eu
2023-04-02 00:00:00,Germany,Germany,DE,235.29,288.93,73.03,66.66,entsoe.eu
2023-04-03 00:00:00,Germany,Germany,DE,374.86,436.53,57.15,50.98,entsoe.eu
2023-04-04 00:00:00,Germany,Germany,DE,449.59,517.49,48.61,41.86,entsoe.eu
2023-04-05 00:00:00,Germany,Germany,DE,458.22,527.37,47.39,40.87,entsoe.eu
2023-04-06 00:00:00,Germany,Germany,DE,367.18,429.51,57.92,52.24,entsoe.eu
2023-04-07 00:00:00,Germany,Germany,DE,341.39,403.68,60.66,54.36,entsoe.eu
2023-04-08 00:00:00,Germany,Germany,DE,402.76,474.64,53.47,44.83,entsoe.eu
2023-04-09 00:00:00,Germany,Germany,DE,304.78,372.09,65.08,56.21,entsoe.eu
2023-04-10 00:00:00,Germany,Germany,DE,155.35,207.19,80.82,75.36,entsoe.eu
2023-04-11 00:00:00,Germany,Germany,DE,217.41,265.2,75.03,69.1,entsoe.eu
2023-04-12 00:00:00,Germany,Germany,DE,262.65,315.97,69.46,63.04,entsoe.eu
2023-04-13 00:00:00,Germany,Germany,DE,300.38,356.36,65.21,59.56,entsoe.eu
2023-04-14 00:00:00,Germany,Germany,DE,405.59,471.97,52.95,46.62,entsoe.eu
2023-04-15 00:00:00,Germany,Germany,DE,318.34,377.99,63.88,59.93,Electricity Maps Estimation; entsoe.eu
2023-04-16 00:00:00,Germany,Germany,DE,394.38,463.76,54.98,51.66,entsoe.eu
2023-04-17 00:00:00,Germany,Germany,DE,380.97,444.3,55.9,53.6,entsoe.eu
2023-04-18 00:00:00,Germany,Germany,DE,342.6,399.95,61.41,60.05,entsoe.eu
2023-04-19 00:00:00,Germany,Germany,DE,285.89,339.71,67.54,66.2,entsoe.eu
2023-04-20 00:00:00,Germany,Germany,DE,327.4,383.55,62.41,60.94,entsoe.eu
2023-04-21 00:00:00,Germany,Germany,DE,271.03,324.59,68.93,68.4,entsoe.eu
2023-04-22 00:00:00,Germany,Germany,DE,257.75,313.69,70.71,69.44,entsoe.eu
2023-04-23 00:00:00,Germany,Germany,DE,261.24,321.84,69.73,65.68,entsoe.eu
2023-04-24 00:00:00,Germany,Germany,DE,254.79,305.37,71.03,69.88,entsoe.eu
2023-04-25 00:00:00,Germany,Germany,DE,328.21,384.57,61.95,61.01,entsoe.eu
2023-04-26 00:00:00,Germany,Germany,DE,360.42,420.66,58.52,57.24,entsoe.eu
2023-04-27 00:00:00,Germany,Germany,DE,360.67,426.64,56.67,53.59,entsoe.eu
2023-04-28 00:00:00,Germany,Germany,DE,354.73,417.12,58.68,54.7,entsoe.eu
2023-04-29 00:00:00,Germany,Germany,DE,303.79,364.35,65.39,62.2,entsoe.eu
2023-04-30 00:00:00,Germany,Germany,DE,284.91,347.35,68.17,64.79,Electricity Maps Estimation; entsoe.eu
2023-05-01 00:00:00,Germany,Germany,DE,279.48,343.08,68.17,64.34,entsoe.eu
2023-05-02 00:00:00,Germany,Germany,DE,288.08,345.14,66.82,63.21,entsoe.eu
2023-05-03 00:00:00,Germany,Germany,DE,295.68,358.44,64.57,59.37,entsoe.eu
2023-05-04 00:00:00,Germany,Germany,DE,256.41,313.59,69.64,65.47,entsoe.eu
2023-05-05 00:00:00,Germany,Germany,DE,269.59,325.11,68.33,66.36,entsoe.eu
2023-05-06 00:00:00,Germany,Germany,DE,283.02,343.7,67.81,65.29,entsoe.eu
2023-05-07 00:00:00,Germany,Germany,DE,229.96,288.26,72.75,71.18,entsoe.eu
2023-05-08 00:00:00,Germany,Germany,DE,278.97,336.0,67.42,63.96,entsoe.eu
2023-05-09 00:00:00,Germany,Germany,DE,273.41,328.96,68.28,65.89,entsoe.eu
2023-05-10 00:00:00,Germany,Germany,DE,354.12,415.59,59.18,54.92,entsoe.eu
2023-05-11 00:00:00,Germany,Germany,DE,402.92,469.67,52.64,48.38,entsoe.eu
2023-05-12 00:00:00,Germany,Germany,DE,301.65,361.6,64.59,60.94,entsoe.eu
2023-05-13 00:00:00,Germany,Germany,DE,235.62,295.53,72.29,68.59,entsoe.eu
2023-05-14 00:00:00,Germany,Germany,DE,279.06,346.94,66.35,60.98,entsoe.eu
2023-05-15 00:00:00,Germany,Germany,DE,263.31,324.65,66.79,63.15,entsoe.eu
2023-05-16 00:00:00,Germany,Germany,DE,222.05,276.6,71.82,70.21,entsoe.eu
2023-05-17 00:00:00,Germany,Germany,DE,238.04,292.98,71.34,69.33,entsoe.eu
2023-05-18 00:00:00,Germany,Germany,DE,240.13,303.45,71.1,67.42,entsoe.eu
2023-05-19 00:00:00,Germany,Germany,DE,209.55,267.3,74.77,71.49,entsoe.eu
2023-05-20 00:00:00,Germany,Germany,DE,171.5,223.82,80.39,77.93,entsoe.eu
2023-05-21 00:00:00,Germany,Germany,DE,194.64,252.07,77.19,74.17,entsoe.eu
2023-05-22 00:00:00,Germany,Germany,DE,242.06,298.41,70.72,66.89,entsoe.eu
2023-05-23 00:00:00,Germany,Germany,DE,215.45,268.06,73.36,69.86,entsoe.eu
2023-05-24 00:00:00,Germany,Germany,DE,281.53,345.04,63.31,57.77,entsoe.eu
2023-05-25 00:00:00,Germany,Germany,DE,225.72,284.3,71.21,67.22,entsoe.eu
2023-05-26 00:00:00,Germany,Germany,DE,181.76,237.47,76.65,72.95,entsoe.eu
2023-05-27 00:00:00,Germany,Germany,DE,200.44,263.01,74.74,71.29,entsoe.eu
2023-05-28 00:00:00,Germany,Germany,DE,186.49,246.19,78.21,74.29,entsoe.eu
2023-05-29 00:00:00,Germany,Germany,DE,152.21,209.68,80.84,77.4,entsoe.eu
2023-05-30 00:00:00,Germany,Germany,DE,200.13,259.05,72.88,68.23,entsoe.eu
2023-05-31 00:00:00,Germany,Germany,DE,184.25,241.51,74.72,71.11,entsoe.eu
2023-06-01 00:00:00,Germany,Germany,DE,191.7,248.33,73.85,70.51,entsoe.eu
2023-06-02 00:00:00,Germany,Germany,DE,178.6,234.35,76.37,72.21,entsoe.eu
2023-06-03 00:00:00,Germany,Germany,DE,172.28,229.68,78.56,75.34,entsoe.eu
2023-06-04 00:00:00,Germany,Germany,DE,184.5,245.92,76.11,71.08,entsoe.eu
2023-06-05 00:00:00,Germany,Germany,DE,224.74,286.8,68.53,63.4,entsoe.eu
2023-06-06 00:00:00,Germany,Germany,DE,262.07,326.6,64.01,58.74,entsoe.eu
2023-06-07 00:00:00,Germany,Germany,DE,293.03,358.58,61.08,56.37,entsoe.eu
2023-06-08 00:00:00,Germany,Germany,DE,239.66,304.27,67.64,63.94,entsoe.eu
2023-06-09 00:00:00,Germany,Germany,DE,204.24,261.68,73.9,71.39,entsoe.eu
2023-06-10 00:00:00,Germany,Germany,DE,165.71,219.5,79.19,77.97,entsoe.eu
2023-06-11 00:00:00,Germany,Germany,DE,167.38,222.52,78.94,77.64,entsoe.eu
2023-06-12 00:00:00,Germany,Germany,DE,224.38,278.25,73.38,71.03,entsoe.eu
2023-06-13 00:00:00,Germany,Germany,DE,221.12,276.1,73.09,70.43,entsoe.eu
2023-06-14 00:00:00,Germany,Germany,DE,263.76,323.31,66.91,63.13,entsoe.eu
2023-06-15 00:00:00,Germany,Germany,DE,341.02,406.86,57.77,53.66,entsoe.eu
2023-06-16 00:00:00,Germany,Germany,DE,374.96,439.8,56.08,52.31,entsoe.eu
2023-06-17 00:00:00,Germany,Germany,DE,278.38,343.79,66.37,59.91,entsoe.eu
2023-06-18 00:00:00,Germany,Germany,DE,277.76,343.51,66.84,60.28,entsoe.eu
2023-06-19 00:00:00,Germany,Germany,DE,328.98,390.31,60.33,56.67,entsoe.eu
2023-06-20 00:00:00,Germany,Germany,DE,364.48,430.31,55.02,51.33,entsoe.eu
2023-06-21 00:00:00,Germany,Germany,DE,356.12,420.41,56.57,53.17,entsoe.eu
2023-06-22 00:00:00,Germany,Germany,DE,356.62,420.83,56.59,53.16,entsoe.eu
2023-06-23 00:00:00,Germany,Germany,DE,304.04,361.55,64.51,59.75,entsoe.eu
2023-06-24 00:00:00,Germany,Germany,DE,242.82,305.85,70.26,63.15,entsoe.eu
2023-06-25 00:00:00,Germany,Germany,DE,235.85,299.3,70.96,63.72,entsoe.eu
2023-06-26 00:00:00,Germany,Germany,DE,199.71,251.68,75.54,72.06,entsoe.eu
2023-06-27 00:00:00,Germany,Germany,DE,256.59,312.58,68.83,65.14,entsoe.eu
2023-06-28 00:00:00,Germany,Germany,DE,355.59,422.17,56.2,51.72,entsoe.eu
2023-06-29 00:00:00,Germany,Germany,DE,383.13,453.15,52.09,46.41,entsoe.eu
2023-06-30 00:00:00,Germany,Germany,DE,346.73,412.38,57.7,50.61,entsoe.eu
2023-07-01 00:00:00,Germany,Germany,DE,131.01,180.1,83.36,78.56,entsoe.eu
2023-07-02 00:00:00,Germany,Germany,DE,145.52,196.18,81.55,80.11,entsoe.eu
2023-07-03 00:00:00,Germany,Germany,DE,170.0,217.95,79.19,76.74,entsoe.eu
2023-07-04 00:00:00,Germany,Germany,DE,217.64,271.57,73.1,70.01,Electricity Maps Estimation; entsoe.eu
2023-07-05 00:00:00,Germany,Germany,DE,185.74,232.81,78.08,76.84,entsoe.eu
2023-07-06 00:00:00,Germany,Germany,DE,292.45,355.11,63.7,59.87,entsoe.eu
2023-07-07 00:00:00,Germany,Germany,DE,270.69,333.82,66.39,60.84,entsoe.eu
2023-07-08 00:00:00,Germany,Germany,DE,220.87,280.67,73.24,69.06,entsoe.eu
2023-07-09 00:00:00,Germany,Germany,DE,245.4,308.57,69.93,65.25,entsoe.eu
2023-07-10 00:00:00,Germany,Germany,DE,298.94,363.7,61.15,56.43,entsoe.eu
2023-07-11 00:00:00,Germany,Germany,DE,255.06,316.39,66.47,62.73,entsoe.eu
2023-07-12 00:00:00,Germany,Germany,DE,228.49,284.92,70.3,67.2,entsoe.eu
2023-07-13 00:00:00,Germany,Germany,DE,242.63,303.64,67.53,63.92,entsoe.eu
2023-07-14 00:00:00,Germany,Germany,DE,251.38,315.57,66.38,60.26,entsoe.eu
2023-07-15 00:00:00,Germany,Germany,DE,158.35,209.8,80.77,78.15,entsoe.eu
2023-07-16 00:00:00,Germany,Germany,DE,171.96,225.78,78.27,75.5,entsoe.eu
2023-07-17 00:00:00,Germany,Germany,DE,212.22,267.7,72.96,69.48,entsoe.eu
2023-07-18 00:00:00,Germany,Germany,DE,304.11,370.66,60.79,56.32,entsoe.eu
2023-07-19 00:00:00,Germany,Germany,DE,308.3,376.97,58.68,53.43,entsoe.eu
2023-07-20 00:00:00,Germany,Germany,DE,283.57,349.07,62.36,58.05,entsoe.eu
2023-07-21 00:00:00,Germany,Germany,DE,302.39,371.83,59.24,52.64,entsoe.eu
2023-07-22 00:00:00,Germany,Germany,DE,195.24,253.84,76.2,70.83,entsoe.eu
2023-07-23 00:00:00,Germany,Germany,DE,159.56,212.26,80.37,77.7,entsoe.eu
2023-07-24 00:00:00,Germany,Germany,DE,214.77,270.81,72.88,67.78,entsoe.eu
2023-07-25 00:00:00,Germany,Germany,DE,235.32,295.41,69.18,62.66,entsoe.eu
2023-07-26 00:00:00,Germany,Germany,DE,219.48,277.84,72.18,67.0,entsoe.eu
2023-07-27 00:00:00,Germany,Germany,DE,225.96,282.58,72.26,65.13,entsoe.eu
2023-07-28 00:00:00,Germany,Germany,DE,253.1,314.28,67.71,60.83,entsoe.eu
2023-07-29 00:00:00,Germany,Germany,DE,196.77,254.49,75.76,68.95,entsoe.eu
2023-07-30 00:00:00,Germany,Germany,DE,171.88,226.93,79.17,75.86,entsoe.eu
2023-07-31 00:00:00,Germany,Germany,DE,148.84,196.92,81.95,77.1,entsoe.eu
2023-08-01 00:00:00,Germany,Germany,DE,163.41,211.82,80.06,74.97,entsoe.eu
2023-08-02 00:00:00,Germany,Germany,DE,165.06,213.46,79.86,74.52,entsoe.eu
2023-08-03 00:00:00,Germany,Germany,DE,140.42,186.36,82.73,79.99,entsoe.eu
2023-08-04 00:00:00,Germany,Germany,DE,234.07,292.6,70.18,63.22,entsoe.eu
2023-08-05 00:00:00,Germany,Germany,DE,215.09,279.24,71.62,63.12,entsoe.eu
2023-08-06 00:00:00,Germany,Germany,DE,182.98,239.25,78.58,72.73,entsoe.eu
2023-08-07 00:00:00,Germany,Germany,DE,167.7,213.6,80.37,79.65,entsoe.eu
2023-08-08 00:00:00,Germany,Germany,DE,178.11,226.59,78.52,77.72,entsoe.eu
2023-08-09 00:00:00,Germany,Germany,DE,233.1,291.06,69.65,64.86,entsoe.eu
2023-08-10 00:00:00,Germany,Germany,DE,270.02,335.3,64.88,59.21,entsoe.eu
2023-08-11 00:00:00,Germany,Germany,DE,269.24,332.62,66.36,60.05,entsoe.eu
2023-08-12 00:00:00,Germany,Germany,DE,222.69,281.18,73.72,66.49,entsoe.eu
2023-08-13 00:00:00,Germany,Germany,DE,236.45,299.03,71.05,64.09,entsoe.eu
2023-08-14 00:00:00,Germany,Germany,DE,288.38,351.18,64.37,57.72,entsoe.eu
2023-08-15 00:00:00,Germany,Germany,DE,277.73,340.4,65.2,58.8,entsoe.eu
2023-08-16 00:00:00,Germany,Germany,DE,300.54,367.0,61.01,54.66,entsoe.eu
2023-08-17 00:00:00,Germany,Germany,DE,293.34,355.55,63.35,56.18,entsoe.eu
2023-08-18 00:00:00,Germany,Germany,DE,270.02,331.82,66.33,60.38,entsoe.eu
2023-08-19 00:00:00,Germany,Germany,DE,211.91,270.92,73.49,67.41,entsoe.eu
2023-08-20 00:00:00,Germany,Germany,DE,266.0,333.0,66.69,59.83,entsoe.eu
2023-08-21 00:00:00,Germany,Germany,DE,368.75,437.18,54.6,50.03,entsoe.eu
2023-08-22 00:00:00,Germany,Germany,DE,405.23,475.15,50.41,46.93,entsoe.eu
2023-08-23 00:00:00,Germany,Germany,DE,417.96,488.43,49.1,46.15,entsoe.eu
2023-08-24 00:00:00,Germany,Germany,DE,415.74,485.53,49.27,46.21,entsoe.eu
2023-08-25 00:00:00,Germany,Germany,DE,379.95,448.81,52.23,47.89,entsoe.eu
2023-08-26 00:00:00,Germany,Germany,DE,303.91,369.43,63.06,58.26,entsoe.eu
2023-08-27 00:00:00,Germany,Germany,DE,296.09,363.64,63.84,56.79,entsoe.eu
2023-08-28 00:00:00,Germany,Germany,DE,398.42,469.41,50.71,45.1,entsoe.eu
2023-08-29 00:00:00,Germany,Germany,DE,444.66,518.8,44.77,38.38,entsoe.eu
2023-08-30 00:00:00,Germany,Germany,DE,385.77,453.52,53.14,48.18,entsoe.eu
2023-08-31 00:00:00,Germany,Germany,DE,301.6,362.56,63.24,59.96,entsoe.eu
2023-09-01 00:00:00,Germany,Germany,DE,336.72,401.73,58.98,53.05,entsoe.eu
2023-09-02 00:00:00,Germany,Germany,DE,295.3,362.76,63.78,57.41,entsoe.eu
2023-09-03 00:00:00,Germany,Germany,DE,257.66,322.68,68.92,61.6,entsoe.eu
2023-09-04 00:00:00,Germany,Germany,DE,274.61,336.68,66.24,60.23,entsoe.eu
2023-09-05 00:00:00,Germany,Germany,DE,300.03,363.76,63.05,57.89,entsoe.eu
2023-09-06 00:00:00,Germany,Germany,DE,326.35,390.68,60.17,55.27,entsoe.eu
2023-09-07 00:00:00,Germany,Germany,DE,276.48,335.91,66.21,62.81,entsoe.eu
2023-09-08 00:00:00,Germany,Germany,DE,331.98,395.36,60.0,55.29,entsoe.eu
2023-09-09 00:00:00,Germany,Germany,DE,355.46,424.21,58.33,51.96,entsoe.eu
2023-09-10 00:00:00,Germany,Germany,DE,352.45,422.19,58.48,50.65,entsoe.eu
2023-09-11 00:00:00,Germany,Germany,DE,371.87,438.21,54.96,49.46,entsoe.eu
2023-09-12 00:00:00,Germany,Germany,DE,413.72,481.35,50.49,45.3,entsoe.eu
2023-09-13 00:00:00,Germany,Germany,DE,387.65,452.33,53.41,48.23,entsoe.eu
2023-09-14 00:00:00,Germany,Germany,DE,427.58,496.54,48.93,43.44,entsoe.eu
2023-09-15 00:00:00,Germany,Germany,DE,338.34,401.18,60.04,55.24,entsoe.eu
2023-09-16 00:00:00,Germany,Germany,DE,308.1,371.25,65.06,57.96,entsoe.eu
2023-09-17 00:00:00,Germany,Germany,DE,268.17,330.27,69.11,61.83,entsoe.eu
2023-09-18 00:00:00,Germany,Germany,DE,234.95,286.36,72.66,68.48,entsoe.eu
2023-09-19 00:00:00,Germany,Germany,DE,199.09,245.15,77.51,74.8,entsoe.eu
2023-09-20 00:00:00,Germany,Germany,DE,220.91,271.01,74.15,70.63,entsoe.eu
2023-09-21 00:00:00,Germany,Germany,DE,296.6,351.39,66.49,62.25,entsoe.eu
2023-09-22 00:00:00,Germany,Germany,DE,344.0,402.18,60.82,54.92,entsoe.eu
2023-09-23 00:00:00,Germany,Germany,DE,248.3,304.74,72.01,67.05,entsoe.eu
2023-09-24 00:00:00,Germany,Germany,DE,218.01,276.11,74.9,69.29,entsoe.eu
2023-09-25 00:00:00,Germany,Germany,DE,312.64,371.36,63.95,59.67,entsoe.eu
2023-09-26 00:00:00,Germany,Germany,DE,422.66,490.77,50.94,45.3,entsoe.eu
2023-09-27 00:00:00,Germany,Germany,DE,390.08,454.95,54.98,49.75,entsoe.eu
2023-09-28 00:00:00,Germany,Germany,DE,335.8,395.96,61.48,56.81,entsoe.eu
2023-09-29 00:00:00,Germany,Germany,DE,285.98,342.36,66.95,63.18,entsoe.eu
2023-09-30 00:00:00,Germany,Germany,DE,295.0,355.85,66.58,62.25,entsoe.eu
2023-10-01 00:00:00,Germany,Germany,DE,269.41,332.95,68.61,62.57,entsoe.eu
2023-10-02 00:00:00,Germany,Germany,DE,354.0,418.38,59.03,54.62,entsoe.eu
2023-10-03 00:00:00,Germany,Germany,DE,140.99,187.24,82.88,81.76,entsoe.eu
2023-10-04 00:00:00,Germany,Germany,DE,221.29,272.67,73.26,71.52,entsoe.eu
2023-10-05 00:00:00,Germany,Germany,DE,290.49,349.06,64.02,60.9,entsoe.eu
2023-10-06 00:00:00,Germany,Germany,DE,221.16,270.86,73.8,72.17,entsoe.eu
2023-10-07 00:00:00,Germany,Germany,DE,177.54,227.14,78.95,77.98,entsoe.eu
2023-10-08 00:00:00,Germany,Germany,DE,329.67,399.35,59.7,53.63,entsoe.eu
2023-10-09 00:00:00,Germany,Germany,DE,396.67,462.99,51.11,46.82,entsoe.eu
2023-10-10 00:00:00,Germany,Germany,DE,367.15,430.7,55.68,51.98,entsoe.eu
2023-10-11 00:00:00,Germany,Germany,DE,212.29,258.19,76.36,75.38,entsoe.eu
2023-10-12 00:00:00,Germany,Germany,DE,424.23,487.68,50.85,47.64,entsoe.eu
2023-10-13 00:00:00,Germany,Germany,DE,201.97,248.96,76.21,73.74,entsoe.eu
2023-10-14 00:00:00,Germany,Germany,DE,176.03,220.96,80.11,79.13,entsoe.eu
2023-10-15 00:00:00,Germany,Germany,DE,217.57,267.77,75.16,74.14,entsoe.eu
